20,1214.50095401,-955.703212347
21.943,1179.18876971,-898.814640454
24.075,1148.28270339,-849.769110834
26.414,1120.42440005,-803.749588844
28.98,1098.71530829,-754.633083897
31.796,1075.29306248,-714.198068921
34.885,1053.76463986,-675.658830637
38.274,1033.98954263,-638.308352451
41.993,1015.86219191,-602.405166875
46.073,999.189298425,-568.035411273
50.549,983.992379213,-534.701663969
55.46,970.094307444,-502.757892584
60.849,957.421809646,-472.129421932
66.761,945.820923392,-442.796899208
73.247,935.335021363,-414.927543863
80.363,925.781264921,-388.257508773
88.171,917.107434391,-362.863385439
96.737,909.258045439,-338.712456889
106.136,902.054820444,-315.940284672
116.448,895.602005575,-294.260938515
127.761,889.708647912,-273.876419182
140.174,884.369059574,-254.646396261
153.793,879.490115492,-236.579098962
168.735,875.051840989,-219.729547207
185.128,871.011428943,-203.923216258
203.115,867.274456421,-189.286994556
222.849,863.904281045,-175.618021045
244.5,860.785643036,-162.976590424
268.254,857.921064545,-151.250006088
294.317,855.263886429,-140.446852093
322.912,852.796205085,-130.483331891
354.284,850.479938037,-121.276338507
388.705,848.320267334,-112.836968002
426.471,846.243520764,-105.103960956
467.905,844.270893471,-98.0306364307
513.365,842.402817263,-91.5255940452
563.241,840.558157599,-85.5823140451
617.964,838.797639621,-80.1441830713
678.003,837.06219362,-75.1791079618
743.875,835.3958686,-70.5955803501
816.147,833.719171402,-66.438448158
895.44,832.068940292,-62.6292617826
982.438,830.441883922,-59.1248153575
1077.888,828.825718036,-55.8953720955
1182.611,827.229626093,-52.9151730477
1297.509,825.644199808,-50.184171764
1423.571,824.073841583,-47.6305651052
1561.879,822.525700304,-45.2561170573
1713.625,820.992565721,-43.0515580893
1880.115,819.478440629,-40.9844012685
2062.78,817.983017919,-39.0358602493
2263.191,816.529802225,-37.2078284522
2483.074,815.107060412,-35.4815272844
2724.32,813.713487234,-33.8485338326
2989.005,812.369569786,-32.3047337958
3279.405,811.059740868,-30.8296311032
3598.02,809.794371299,-29.4307264079
3947.59,808.573903095,-28.0907532357
4331.122,807.405465856,-26.8186805791
4751.918,806.272888625,-25.6034897768
5213.596,805.205190956,-24.4429331549
5720.129,804.174482984,-23.3364306743
6275.875,803.199352337,-22.2917262924
6885.615,802.254440889,-21.314969876
7554.595,801.369478478,-20.397389487
8288.571,800.529128523,-19.5303897657
9093.857,799.727398805,-18.7184599056
9977.381,798.947751392,-17.9620260831
10946.746,798.213050489,-17.263809116
12010.29,797.495755366,-16.6151637145
13177.164,796.811169168,-16.0273946923
14457.407,796.14080075,-15.4632409802
15862.033,795.483277167,-14.9545723885
17403.128,794.841283006,-14.4831229112
19093.949,794.207353803,-14.0442249369
20949.045,793.585107253,-13.6543171316
22984.374,792.971497856,-13.3035676301
25217.448,792.357307259,-12.9662570698
27667.479,791.754981382,-12.6679038766
30355.546,791.153196563,-12.3747980398
33304.775,790.560046136,-12.0939319426
36540.54,789.970256942,-11.8352124449
40090.68,789.403713548,-11.5943015016
43985.737,788.840026338,-11.3486949433
48259.224,788.288941683,-11.1363305859
52947.906,787.749482871,-10.927630116
58092.122,787.22497951,-10.7393146111
63736.132,786.71341104,-10.5516187233
69928.491,786.228461328,-10.3914755671
76722.477,785.759687325,-10.2471976462
84176.54,785.30370507,-10.1231610502
92354.811,784.89047405,-10.029854685
101327.653,784.47640204,-9.95739638607
111172.261,784.093210553,-9.90708003067
121973.334,783.727230901,-9.89060423152
133823.798,783.386513943,-9.91188742908
146825.608,783.051035665,-9.9691284695
161090.624,782.743816146,-10.0674524223
176741.575,782.446857983,-10.220037124
193913.112,782.161458736,-10.4164146924
212752.971,781.886043627,-10.686010481
233423.238,781.612768765,-10.9955968347
256101.75,781.348978605,-11.3808065911
280983.619,781.091244412,-11.8306764018
308282.916,780.838087212,-12.3607566368
338234.509,780.583387668,-12.9617361077
371096.084,780.326670125,-13.6477610101
407150.364,780.056783663,-14.4208629917
446707.541,779.792180825,-15.287933525
490107.943,779.500654734,-16.2680852733
537724.961,779.219031439,-17.3650732331
589968.268,778.906533611,-18.5612990547
647287.335,778.57576615,-19.8872961016
710175.304,778.207460128,-21.3564550714
779173.229,777.78390654,-22.9777501243
854874.729,777.355517973,-24.7352092485
937931.097,776.852012206,-26.6809667937
1029056.906,776.286785303,-28.7887285584
1129036.151,775.649790849,-31.0897765752
1238728.998,774.967187541,-33.5859757613
1359079.184,774.190854406,-36.3143183106
1491122.135,773.585355581,-38.9831913367
1635993.876,772.753404825,-42.1828114168
1794940.802,771.655888342,-45.6606414521
1969330.406,770.460663804,-49.5113004598
2160663.038,769.095217763,-53.5572180329
2370584.82,767.594990959,-57.9223882452
2600901.801,765.834497234,-62.5967708251
2853595.502,763.961820133,-67.6740772838
3130839.959,761.648598702,-72.9785484195
3435020.431,759.132771298,-78.7354034128
3768753.917,756.474331683,-85.1109271928
4134911.677,753.374465483,-91.6593489229
4536643.927,749.856009877,-98.5212319223
4977406.952,745.963036655,-105.923754026
5460992.831,742.92726168,-122.579070388
5991562.07,737.330802692,-131.82944184
6573679.393,731.003542426,-141.523967767
7212353.016,723.994030101,-151.679639959
7913077.732,716.046073083,-162.327076493
8681882.189,707.013697612,-173.246938196
9525380.756,697.119420687,-184.58474735
10450830.427,686.070123245,-196.066602533
11466193.259,673.84998224,-207.763379741
12580204.872,660.229507953,-219.521859017
13802449.606,645.356599221,-231.112579259
15143442.977,629.253483455,-242.473138839
16614722.15,611.810104048,-253.438812283
18228945.197,593.214315323,-263.96372221
20000000,573.718396941,-273.799820102
